ix_key,V_x,V_y,blockKey,corner_legA_skel,corner_legB_skel,theta_deg,R_authored,R_used,d_A,d_B,vertex_match_dist,vertex_matched,bezier_consumed_span_len,arc_span_present,prevMeta_skip,nextMeta_skip,prevMeta_terminal,nextMeta_terminal,prevMeta_tl,prevMeta_sw,nextMeta_tl,nextMeta_sw,prevMeta_edgeOrd,nextMeta_edgeOrd,cw_plus_tl_sw_A,cw_plus_tl_sw_B,arc_R,cusp_safeMax,cusp_totalMax,cusp_fired,cusp_scale_k,dCorner,ramp_min_fired,pad_area_m2,pad_selfintersects,pad_ring_vertex_count,failure_mode,notes
"-297.10,374.60",-297.10,374.60,"-151.0,408.0",geyer-avenue-4,missouri-avenue-0,81.95,,2.975,1.52,5.50,0.001,1,0.000,1,0,1,sidewalk,none,3.15,2.35,0.00,0.00,,,2.678,2.678,2.975,2.678,5.879,1,0.418,2.678,0,7.849,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-297.10,374.60",-297.10,374.60,"-151.0,408.0",missouri-avenue-0,geyer-avenue-5,99.92,,4.013,5.28,1.52,0.000,1,0.000,1,0,0,sidewalk,sidewalk,2.31,1.52,3.15,2.35,,,3.612,2.635,4.013,3.612,5.879,1,0.588,3.612,0,11.858,0,34,ok,
"-298.50,382.90",-298.50,382.90,,missouri-avenue-0,geyer-avenue-2,99.91,,0.000,5.28,0.00,8.415,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 8.415m exceeds TOL=0.5
"-298.50,382.90",-298.50,382.90,"-193.5,475.5",geyer-avenue-2,missouri-avenue-0,79.81,,2.888,1.52,5.28,0.001,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,3,1.905,1.905,2.888,2.599,1.905,0,1.000,1.905,0,6.641,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-30.40,-641.90",-30.40,-641.90,"-140.0,-613.5",missouri-avenue-4,chouteau-avenue-0,86.86,,4.185,5.50,1.99,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-30.40,-641.90",-30.40,-641.90,"116.0,-497.5",chouteau-avenue-0,missouri-avenue-4,93.12,,4.500,1.99,5.28,0.000,1,0.000,1,1,0,,sidewalk,,,0.47,1.52,,8,2.374,2.374,4.500,4.050,2.374,0,1.000,2.374,0,12.184,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-315.00,487.10",-315.00,487.10,"-193.5,475.5",missouri-avenue-0,allen-avenue-0,100.62,,4.068,5.28,1.52,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-315.00,487.10",-315.00,487.10,"-210.0,582.5",allen-avenue-0,missouri-avenue-0,78.88,,3.602,1.93,5.28,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-315.00,487.10",-315.00,487.10,"-385.5,403.5",allen-avenue-0,missouri-avenue-0,79.66,,2.882,1.52,5.50,0.001,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,5,,1.905,1.905,2.882,2.594,1.905,0,1.000,1.905,0,6.619,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-315.00,487.10",-315.00,487.10,"-403.5,514.5",missouri-avenue-0,allen-avenue-0,100.84,,4.500,5.50,1.93,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-316.10,-373.60",-316.10,-373.60,"-188.5,-453.5",south-jefferson-avenue-2,rutger-street-2,87.78,,3.246,1.52,1.52,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-316.10,-373.60",-316.10,-373.60,"-240.5,-301.5",rutger-street-2,south-jefferson-avenue-2,92.68,,3.517,1.52,1.52,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-333.00,599.30",-333.00,599.30,"-210.0,582.5",missouri-avenue-0,russell-boulevard-0,99.63,,4.196,5.28,1.60,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-333.00,599.30",-333.00,599.30,"-229.0,696.5",russell-boulevard-0,missouri-avenue-0,80.04,,2.897,1.52,5.28,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-333.00,599.30",-333.00,599.30,"-403.5,514.5",russell-boulevard-0,missouri-avenue-0,80.35,,3.059,1.60,5.50,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-333.00,599.30",-333.00,599.30,"-422.0,627.5",missouri-avenue-0,russell-boulevard-0,99.99,,4.018,5.50,1.52,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-351.80,712.20",-351.80,712.20,"-229.0,696.5",missouri-avenue-0,ann-avenue-0,100.16,,4.032,5.28,1.52,0.000,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,1,,1.905,1.905,4.032,3.628,1.905,0,1.000,1.905,0,8.326,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-351.80,712.20",-351.80,712.20,"-422.0,627.5",ann-avenue-0,missouri-avenue-0,79.85,,2.889,1.52,5.50,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-355.00,-253.90",-355.00,-253.90,"-240.5,-301.5",south-jefferson-avenue-2,park-avenue-1,81.37,,2.951,1.52,4.59,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-355.00,-253.90",-355.00,-253.90,"-264.5,-164.5",park-avenue-1,south-jefferson-avenue-3,83.50,,3.043,4.92,1.52,0.000,1,0.000,1,0,0,sidewalk,sidewalk,1.00,1.00,3.19,1.73,1,3,2.738,1.339,3.043,2.738,5.303,1,0.479,2.738,0,8.120,0,34,ok,
"-355.00,-253.90",-355.00,-253.90,"-390.0,-262.0",park-avenue-5,park-avenue-2,52.91,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-355.00,-253.90",-355.00,-253.90,"-406.0,-413.0",park-avenue-2,south-jefferson-avenue-2,66.03,,4.500,4.69,7.11,0.000,1,5.768,1,0,0,sidewalk,sidewalk,2.00,5.11,1.00,3.69,,,2.802,4.050,4.500,4.050,7.492,1,0.516,4.050,0,23.903,0,34,ok,
"-355.00,-253.90",-355.00,-253.90,"-592.5,-79.0",south-jefferson-avenue-1,park-avenue-5,52.00,,2.119,1.52,4.69,0.001,1,0.000,1,0,0,sidewalk,sidewalk,1.00,3.69,0.00,1.52,,,0.876,1.907,2.119,1.907,5.074,1,0.325,1.907,0,7.058,0,34,ok,
"-398.00,-739.40",-398.00,-739.40,"55.0,-767.0",ohio-avenue-0,chouteau-avenue-0,78.63,,2.842,1.52,2.00,0.000,1,0.000,1,0,0,sidewalk,sidewalk,0.48,1.52,0.00,1.52,28,27,1.905,2.384,2.842,2.557,2.384,0,1.000,2.384,0,7.271,0,34,ok,
"-398.00,-739.40",-398.00,-739.40,"55.0,-767.0",chouteau-avenue-0,ohio-avenue-0,101.01,,4.100,2.00,1.52,0.000,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,27,,1.905,1.905,4.100,3.690,1.905,0,1.000,1.905,0,8.416,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-398.00,212.50",-398.00,212.50,"-132.5,265.0",motorway-link-23,motorway-link-1,168.26,,0.000,0.00,0.00,0.002,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.002 (likely notConvex or R<=0.05)
"-398.00,212.50",-398.00,212.50,"-322.5,241.5",motorway-link-1,motorway-link-33,175.10,,0.000,0.00,0.00,0.009,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.009 (likely notConvex or R<=0.05)
"-398.00,212.50",-398.00,212.50,"-416.0,203.0",motorway-link-33,motorway-link-23,16.64,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-416.40,-164.20",-416.40,-164.20,"-592.5,-79.0",saint-vincent-avenue-2,saint-vincent-avenue-0,87.07,,3.211,1.52,1.52,0.000,1,2.327,1,1,0,lawn,sidewalk,0.00,0.00,0.00,1.52,,,1.905,1.905,3.211,2.890,1.905,0,1.000,1.905,0,9.147,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-418.90,-744.90",-418.90,-744.90,"-331.5,-673.0",chouteau-avenue-0,ohio-avenue-3,90.20,,3.374,1.99,1.52,0.000,1,0.000,1,1,0,,sidewalk,,,0.47,1.52,,3,2.374,2.374,3.374,3.037,2.374,0,1.000,2.374,0,8.412,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-418.90,-744.90",-418.90,-744.90,"-538.5,-728.0",ohio-avenue-3,chouteau-avenue-0,90.23,,3.376,1.52,1.99,0.000,1,0.000,1,0,1,sidewalk,,0.47,1.52,,,3,,2.374,2.374,3.376,3.039,2.374,0,1.000,2.374,0,8.416,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-42.50,188.90",-42.50,188.90,,lafayette-avenue-3,waverly-place-0,90.32,,0.000,5.28,0.00,17.398,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 17.398m exceeds TOL=0.5
"-42.50,188.90",-42.50,188.90,"-132.5,265.0",waverly-place-0,lafayette-avenue-3,89.73,,4.500,3.84,5.28,0.001,1,0.000,1,1,0,,sidewalk,,,2.31,1.52,,,4.050,4.050,4.500,4.050,4.218,1,0.956,4.050,0,16.648,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-426.40,134.10",-426.40,134.10,"-132.5,265.0",lafayette-avenue-8,south-jefferson-avenue-7,90.58,,3.396,5.28,1.52,0.001,1,0.000,1,1,0,none,sidewalk,0.00,0.00,3.76,1.52,,,3.056,3.056,3.396,3.056,5.661,1,0.507,3.056,0,9.368,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-426.40,134.10",-426.40,134.10,"-297.0,21.5",south-jefferson-avenue-3,lafayette-avenue-8,39.02,,1.906,1.52,7.77,0.000,1,7.067,1,0,0,sidewalk,sidewalk,3.56,4.21,1.03,1.00,,,0.730,1.715,1.906,1.715,8.151,1,0.172,1.715,0,8.945,0,34,ok,
"-426.40,134.10",-426.40,134.10,"-592.5,-79.0",lafayette-avenue-0,south-jefferson-avenue-1,77.54,,2.800,7.77,1.52,0.000,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,,,1.905,1.905,2.800,2.520,1.905,0,1.000,1.905,0,6.087,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-426.40,134.10",-426.40,134.10,"-735.5,130.0",south-jefferson-avenue-7,lafayette-avenue-0,80.92,,4.500,7.11,5.28,0.001,1,0.000,1,0,1,sidewalk,none,3.76,1.52,0.00,0.00,,,4.050,4.050,4.500,4.050,5.661,1,0.695,4.050,0,18.233,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-427.70,181.00",-427.70,181.00,"-416.0,203.0",motorway-link-23,south-jefferson-avenue-8,31.71,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-430.60,207.60",-430.60,207.60,,south-jefferson-avenue-5,motorway-link-33,75.95,,0.000,0.00,0.00,1.769,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 1.769m exceeds TOL=0.5
"-430.60,207.60",-430.60,207.60,"-322.5,241.5",motorway-link-33,south-jefferson-avenue-5,96.89,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-430.60,207.60",-430.60,207.60,"-416.0,203.0",south-jefferson-avenue-8,motorway-link-33,84.96,,0.000,1.52,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-430.90,157.50",-430.90,157.50,"-438.0,195.5",south-jefferson-avenue-8,south-jefferson-avenue-9,40.14,,0.000,7.11,0.00,0.003,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.003 (likely notConvex or R<=0.05)
"-432.50,219.30",-432.50,219.30,,motorway-link-40,south-jefferson-avenue-5,42.46,,0.000,0.00,0.00,1.657,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 1.657m exceeds TOL=0.5
"-437.00,246.30",-437.00,246.30,"-150.5,337.0",officer-david-haynes-memorial-highway-2,south-jefferson-avenue-5,92.96,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-437.00,246.30",-437.00,246.30,"-322.5,241.5",south-jefferson-avenue-5,officer-david-haynes-memorial-highway-2,86.90,,0.000,1.52,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-437.00,246.30",-437.00,246.30,"-443.0,225.0",officer-david-haynes-memorial-highway-2,south-jefferson-avenue-5,92.82,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-437.00,246.30",-437.00,246.30,"-448.0,255.0",south-jefferson-avenue-5,officer-david-haynes-memorial-highway-2,87.32,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-439.30,320.90",-439.30,320.90,,geyer-avenue-1,geyer-avenue-1,143.28,,4.500,1.52,1.52,1.954,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 1.954m exceeds TOL=0.5
"-439.30,320.90",-439.30,320.90,"-151.0,408.0",motorway-link-38,motorway-link-38,38.38,,0.000,0.00,1.52,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-440.30,210.00",-440.30,210.00,,motorway-link-33,motorway-link-40,56.97,,0.000,0.00,0.00,5.048,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 5.048m exceeds TOL=0.5
"-440.30,210.00",-440.30,210.00,,motorway-link-33,motorway-link-40,63.72,,0.000,0.00,0.00,4.888,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 4.888m exceeds TOL=0.5
"-440.30,210.00",-440.30,210.00,"-438.0,195.5",motorway-link-40,motorway-link-33,129.25,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-440.30,210.00",-440.30,210.00,"-443.0,225.0",motorway-link-40,motorway-link-33,110.05,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-440.30,266.40",-440.30,266.40,"-150.5,337.0",south-jefferson-avenue-5,officer-david-haynes-memorial-highway-0,87.25,,0.000,1.52,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-440.30,266.40",-440.30,266.40,"-342.5,293.0",officer-david-haynes-memorial-highway-0,south-jefferson-avenue-5,92.76,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-440.30,266.40",-440.30,266.40,"-448.0,255.0",officer-david-haynes-memorial-highway-0,south-jefferson-avenue-5,92.82,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-440.30,266.40",-440.30,266.40,"-453.5,289.0",south-jefferson-avenue-5,officer-david-haynes-memorial-highway-0,87.16,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-442.30,178.50",-442.30,178.50,"-459.0,200.5",south-jefferson-avenue-9,motorway-link-24,22.17,,0.000,1.52,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-442.70,-655.70",-442.70,-655.70,"-331.5,-673.0",ohio-avenue-3,lasalle-street-4,90.02,,3.365,1.52,1.52,0.001,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-442.70,-655.70",-442.70,-655.70,"-357.0,-584.5",lasalle-street-4,ohio-avenue-3,90.19,,3.374,1.52,1.52,0.001,1,0.000,1,0,1,sidewalk,,0.00,1.52,,,,,1.905,1.905,3.374,3.036,1.905,0,1.000,1.905,0,7.403,0,34,wrong_flanking,prev only — meta-fallback produced symmetric depths from one-sided data
"-442.70,-655.70",-442.70,-655.70,"-538.5,-728.0",lasalle-street-3,ohio-avenue-3,89.75,,3.350,1.52,1.52,0.000,1,0.000,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-442.70,-655.70",-442.70,-655.70,"-599.5,-503.0",ohio-avenue-3,lasalle-street-3,90.05,,3.366,1.52,1.52,0.001,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,,1.905,1.905,3.366,3.030,1.905,0,1.000,1.905,0,19.847,1,68,selfint,
"-445.40,297.40",-445.40,297.40,,south-jefferson-avenue-5,motorway-link-39,31.64,,0.000,0.00,0.00,6.584,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 6.584m exceeds TOL=0.5
"-448.50,206.30",-448.50,206.30,,motorway-link-40,south-jefferson-avenue-9,84.73,,0.000,0.00,0.00,1.455,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 1.455m exceeds TOL=0.5
"-448.50,206.30",-448.50,206.30,"-438.0,195.5",south-jefferson-avenue-9,motorway-link-40,94.71,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-448.50,206.30",-448.50,206.30,"-459.0,200.5",motorway-link-40,south-jefferson-avenue-9,89.38,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-448.50,206.30",-448.50,206.30,"-561.0,224.5",south-jefferson-avenue-9,motorway-link-40,91.18,,0.000,1.52,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-449.00,319.20",-449.00,319.20,,south-jefferson-avenue-5,south-jefferson-avenue-5,84.54,,0.000,1.52,0.00,1.637,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 1.637m exceeds TOL=0.5
"-449.00,319.20",-449.00,319.20,"-342.5,293.0",south-jefferson-avenue-5,geyer-avenue-1,90.56,,3.395,1.52,1.52,0.000,1,2.761,0,1,1,none,none,0.00,0.00,0.00,0.00,0,0,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-449.00,319.20",-449.00,319.20,"-385.5,403.5",geyer-avenue-1,south-jefferson-avenue-6,88.66,,3.292,1.52,1.52,0.000,1,0.000,1,0,0,sidewalk,sidewalk,0.00,1.52,0.00,1.52,4,5,1.905,1.905,3.292,2.963,1.905,0,1.000,1.905,0,3.544,1,34,selfint,
"-449.00,319.20",-449.00,319.20,"-460.0,333.5",south-jefferson-avenue-6,geyer-avenue-1,96.24,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-450.50,215.70",-450.50,215.70,,south-jefferson-avenue-9,motorway-link-33,45.19,,0.000,0.00,0.00,0.719,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 0.719m exceeds TOL=0.5
"-455.90,244.10",-455.90,244.10,"-443.0,225.0",south-jefferson-avenue-9,officer-david-haynes-memorial-highway-2,86.28,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-455.90,244.10",-455.90,244.10,"-448.0,255.0",officer-david-haynes-memorial-highway-2,south-jefferson-avenue-9,93.79,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-455.90,244.10",-455.90,244.10,"-561.0,224.5",officer-david-haynes-memorial-highway-2,south-jefferson-avenue-9,93.58,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-455.90,244.10",-455.90,244.10,"-752.5,225.0",south-jefferson-avenue-9,officer-david-haynes-memorial-highway-2,86.36,,0.000,1.52,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-459.60,264.20",-459.60,264.20,"-448.0,255.0",south-jefferson-avenue-9,officer-david-haynes-memorial-highway-0,86.07,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-459.60,264.20",-459.60,264.20,"-453.5,289.0",officer-david-haynes-memorial-highway-0,south-jefferson-avenue-9,93.80,,0.000,0.00,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-459.60,264.20",-459.60,264.20,"-569.0,278.5",south-jefferson-avenue-9,officer-david-haynes-memorial-highway-0,86.64,,0.000,1.52,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-459.60,264.20",-459.60,264.20,"-752.5,225.0",officer-david-haynes-memorial-highway-0,south-jefferson-avenue-9,93.49,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-459.70,310.50",-459.70,310.50,,motorway-link-39,geyer-avenue-1,84.28,,0.000,0.00,1.52,8.947,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 8.947m exceeds TOL=0.5
"-459.70,310.50",-459.70,310.50,,motorway-link-39,geyer-avenue-1,88.28,,0.000,0.00,1.52,5.123,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 5.123m exceeds TOL=0.5
"-459.70,310.50",-459.70,310.50,,geyer-avenue-1,motorway-link-39,102.21,,0.000,1.52,0.00,7.980,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 7.980m exceeds TOL=0.5
"-459.70,310.50",-459.70,310.50,"-453.5,289.0",geyer-avenue-1,motorway-link-39,85.23,,0.000,1.52,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
"-465.30,362.50",-465.30,362.50,"-385.5,403.5",south-jefferson-avenue-6,south-jefferson-avenue-4,144.28,,4.500,1.52,1.52,0.001,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,4,1.905,1.905,4.500,4.050,1.905,0,1.000,1.905,0,4.287,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-465.30,362.50",-465.30,362.50,"-460.0,333.5",south-jefferson-avenue-13,south-jefferson-avenue-6,63.37,,0.000,7.11,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-466.60,-565.20",-466.60,-565.20,"-357.0,-584.5",ohio-avenue-3,hickory-street-2,91.00,,3.419,1.52,1.52,0.000,1,0.000,1,1,0,,sidewalk,,,0.00,1.52,,,1.905,1.905,3.419,3.077,1.905,0,1.000,1.905,0,7.471,0,34,wrong_flanking,next only — meta-fallback produced symmetric depths from one-sided data
"-466.60,-565.20",-466.60,-565.20,"-406.0,-413.0",hickory-street-2,ohio-avenue-3,89.53,,3.338,1.52,1.52,0.001,1,1.650,0,1,1,,,,,,,,,,,,,,0,,,0,,0,,flanking_skip,both flanking straight-spans skip
"-467.10,311.90",-467.10,311.90,,south-jefferson-avenue-9,motorway-link-39,78.72,,0.000,0.00,0.00,4.536,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 4.536m exceeds TOL=0.5
"-467.10,311.90",-467.10,311.90,,motorway-link-39,south-jefferson-avenue-11,100.19,,0.000,0.00,0.00,7.639,0,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,min vertex dist 7.639m exceeds TOL=0.5
"-467.10,311.90",-467.10,311.90,"-483.0,315.5",south-jefferson-avenue-11,motorway-link-32,91.12,,0.000,1.52,0.00,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-467.10,311.90",-467.10,311.90,"-569.0,278.5",motorway-link-32,south-jefferson-avenue-9,89.97,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-470.10,342.70",-470.10,342.70,"-483.0,315.5",motorway-link-22,south-jefferson-avenue-11,27.78,,0.000,0.00,1.52,0.000,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.000 (likely notConvex or R<=0.05)
"-473.80,205.30",-473.80,205.30,"-459.0,200.5",motorway-link-24,motorway-link-40,20.70,,0.000,0.00,0.00,0.001,1,,0,,,,,,,,,,,,,,,,0,,,0,,0,,no_match,no arc-span partition for corner; vertexMatchDist=0.001 (likely notConvex or R<=0.05)
